Saving Info at : 18:09:04
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,97.0,-79
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,155.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,135.0,-75
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,76.0,-79
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,49.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,43.0,-77
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,144.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,127.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,36.0,-80
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,94.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,131.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,98.0,-79
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,87.0,-80
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,123.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,160.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,149.0,-77
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,90.0,-79
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,83.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,50.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,139.0,-75
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,40.0,-79
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,124.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,161.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,150.0,-77
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,91.0,-79
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,51.0,-79
