Saving Info at : 18:28:05
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,13.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,17.0,-74
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,11.0,-75
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,5.0,-72
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,4.0,-81
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,9.0,-75
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,0,2.0,-81
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,0,14.0,-78
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,0,6.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,0,16.0,-76
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,0,15.0,-75
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,0,12.0,-74
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,20.0,-46
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,14.0,-49
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,7.0,-50
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,16.0,-49
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,10.0,-50
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,3.0,-43
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,21.0,-45
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,15.0,-49
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,17.0,-53
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,11.0,-50
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,4.0,-60
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,22.0,-46
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,18.0,-46
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,12.0,-51
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,5.0,-50
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,8.0,-51
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,1.0,-56
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,19.0,-47
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,13.0,-51
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,6.0,-50
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,9.0,-52
00:25:53:A6:55:E,00:25:53:A6:55:E3,0,2.0,-43
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,21.0,-92
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,20.0,-92
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,14.0,-93
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,19.0,-89
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,18.0,-94
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,12.0,-95
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,17.0,-89
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,6.0,-94
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,11.0,-93
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,16.0,-95
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,5.0,-92
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,4.0,-86
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,3.0,-92
EA:39:DF:39:49:9,EA:39:DF:39:49:93,0,2.0,-89
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,22.0,-70
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,14.0,-67
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,19.0,-73
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,18.0,-73
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,7.0,-65
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,12.0,-68
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,5.0,-70
00:17:5A:10:83:E,00:17:5A:10:83:E0,0,8.0,-66
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,1.0,-69
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,22.0,-70
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,21.0,-69
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,15.0,-95
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,20.0,-69
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,13.0,-66
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,18.0,-72
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,12.0,-65
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,17.0,-67
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,6.0,-66
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,11.0,-65
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,16.0,-66
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,4.0,-77
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,9.0,-65
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,8.0,-65
00:17:5A:10:83:E,00:17:5A:10:83:E1,0,2.0,-77
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,0,20.0,-74
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,0,14.0,-75
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,0,7.0,-73
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,0,16.0,-73
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,0,10.0,-75
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,0,3.0,-74
